Inserted 5109 records into 'uplinks'.

--- 1. Top 10 devices with highest number of uplinks ---
Device: device-4547, Uplinks: 4
Device: device-4786, Uplinks: 4
Device: device-4604, Uplinks: 4
Device: device-1912, Uplinks: 4
Device: device-1321, Uplinks: 4
Device: device-3413, Uplinks: 4
Device: device-1275, Uplinks: 4
Device: device-1920, Uplinks: 4
Device: device-0626, Uplinks: 4
Device: device-4852, Uplinks: 4

--- 2. Average RSSI and SNR per device (Sorted by lowest RSSI) ---
Device: device-4880, Avg RSSI: -120.00, Avg SNR: 7.57
Gateway: rule-music-reduce, Avg Temp: -2.06, Avg Humidity: 52.12
Gateway: check-let-let-may, Avg Temp: 48.22, Avg Humidity: 40.45
Gateway: exactly-again-very, Avg Temp: 12.27, Avg Humidity: 61.45
Gateway: suffer-training, Avg Temp: 39.17, Avg Humidity: 57.92
Gateway: bed-brother-front, Avg Temp: 3.37, Avg Humidity: 71.43
Gateway: send-direction, Avg Temp: 44.55, Avg Humidity: 46.91
Gateway: individual-reason, Avg Temp: 4.31, Avg Humidity: 43.28
Gateway: with-appear-answer, Avg Temp: 17.69, Avg Humidity: 47.55
Gateway: plan-service-add, Avg Temp: 15.49, Avg Humidity: 86.91
Gateway: start-country-miss, Avg Temp: 42.09, Avg Humidity: 50.44
Gateway: where-town-include, Avg Temp: 7.02, Avg Humidity: 65.21
Gateway: offer-most, Avg Temp: 33.89, Avg Humidity: 64.03
Gateway: writer-social-bag, Avg Temp: 36.26, Avg Humidity: 87.82
Gateway: soon-if-assume-time, Avg Temp: 14.85, Avg Humidity: 64.87
Gateway: anything-campaign, Avg Temp: 13.44, Avg Humidity: 35.96
Gateway: method-determine, Avg Temp: -5.68, Avg Humidity: 79.44
Gateway: radio-should-sound, Avg Temp: 46.75, Avg Humidity: 88.60
Gateway: hotel-hand-day-me, Avg Temp: 14.55, Avg Humidity: 82.23
Gateway: sort-official-may, Avg Temp: 14.69, Avg Humidity: 10.49
Gateway: lay-decision-cover, Avg Temp: 35.22, Avg Humidity: 24.18
Gateway: language-ok-thank, Avg Temp: 8.27, Avg Humidity: 31.07
Gateway: news-bit-network, Avg Temp: -7.64, Avg Humidity: 25.55
Gateway: professor-station, Avg Temp: 21.51, Avg Humidity: 21.53
Gateway: me-including-oil, Avg Temp: 43.77, Avg Humidity: 73.77
Gateway: number-production, Avg Temp: 43.48, Avg Humidity: 10.26
Gateway: fact-ahead-whether, Avg Temp: 24.00, Avg Humidity: 16.36
Gateway: attack-follow-voice, Avg Temp: -2.15, Avg Humidity: 62.15
Gateway: join-end-economic, Avg Temp: 29.28, Avg Humidity: 27.53
Gateway: bag-window, Avg Temp: 16.08, Avg Humidity: 55.43
Gateway: last-clearly-size, Avg Temp: 25.49, Avg Humidity: 10.12
Gateway: your-pay-strategy, Avg Temp: -0.50, Avg Humidity: 79.05
Gateway: raise-meet-blue, Avg Temp: 48.12, Avg Humidity: 27.04
Gateway: ten-west-current, Avg Temp: 21.15, Avg Humidity: 71.52
Gateway: there-call-mouth, Avg Temp: 1.03, Avg Humidity: 66.32
Gateway: north-play-level, Avg Temp: 27.53, Avg Humidity: 71.37
Gateway: really-coach, Avg Temp: 15.65, Avg Humidity: 64.84
Gateway: other-better-along, Avg Temp: 27.64, Avg Humidity: 43.23
Gateway: else-fall-general, Avg Temp: 7.29, Avg Humidity: 32.80
Gateway: program-age, Avg Temp: 47.73, Avg Humidity: 44.76
Gateway: market-hospital, Avg Temp: 5.40, Avg Humidity: 24.64
Gateway: always-pretty, Avg Temp: 47.67, Avg Humidity: 70.77
Gateway: several-think-hair, Avg Temp: -1.28, Avg Humidity: 83.67
Gateway: religious-clear-to, Avg Temp: 1.43, Avg Humidity: 76.84
Gateway: activity-then, Avg Temp: -2.79, Avg Humidity: 17.89
Gateway: ever-age, Avg Temp: 10.95, Avg Humidity: 39.17
Gateway: program-put, Avg Temp: 19.88, Avg Humidity: 33.87
Gateway: apply-sometimes, Avg Temp: 29.98, Avg Humidity: 15.43
Gateway: also-life-project, Avg Temp: 28.86, Avg Humidity: 57.58
Gateway: option-so-action, Avg Temp: 3.71, Avg Humidity: 25.60
Gateway: result-line-ago, Avg Temp: 19.14, Avg Humidity: 18.32
Gateway: official-deep, Avg Temp: -9.64, Avg Humidity: 15.33
Gateway: hold-among-me-tell, Avg Temp: -8.04, Avg Humidity: 22.40
Gateway: discover-mention, Avg Temp: 40.10, Avg Humidity: 25.88
Gateway: admit-mr-center, Avg Temp: 46.05, Avg Humidity: 32.60
Gateway: agree-soon-blood, Avg Temp: -3.09, Avg Humidity: 19.99
Gateway: night-sign-feel, Avg Temp: 20.95, Avg Humidity: 89.14
Gateway: explain-action-bed, Avg Temp: 22.12, Avg Humidity: 75.76
Gateway: wrong-risk-that, Avg Temp: 17.41, Avg Humidity: 22.50
Gateway: available-during, Avg Temp: 26.93, Avg Humidity: 37.95
Gateway: black-personal, Avg Temp: 34.68, Avg Humidity: 37.62
Gateway: news-guess-from, Avg Temp: 24.06, Avg Humidity: 71.95
Gateway: operation-growth, Avg Temp: 4.89, Avg Humidity: 34.10
Gateway: method-work-appear, Avg Temp: -1.74, Avg Humidity: 57.14
Gateway: far-open-help-able, Avg Temp: -9.21, Avg Humidity: 72.32
Gateway: authority-method, Avg Temp: 38.80, Avg Humidity: 17.41
Gateway: phone-ever-both, Avg Temp: 31.65, Avg Humidity: 69.98
Gateway: eight-free-sign, Avg Temp: 20.02, Avg Humidity: 41.13
Gateway: girl-gas-experience, Avg Temp: 14.34, Avg Humidity: 57.10
Gateway: cut-fight-scene-out, Avg Temp: 39.35, Avg Humidity: 66.44
Gateway: race-act-race-sit, Avg Temp: 8.30, Avg Humidity: 47.76
Gateway: focus-course-with, Avg Temp: 27.28, Avg Humidity: 26.33
Gateway: nothing-message, Avg Temp: 31.80, Avg Humidity: 60.58
Gateway: special-join-would, Avg Temp: -7.34, Avg Humidity: 32.35
Gateway: memory-thing, Avg Temp: 35.55, Avg Humidity: 35.69
Gateway: save-unit-now, Avg Temp: 40.31, Avg Humidity: 42.93
Gateway: herself-hand, Avg Temp: 1.06, Avg Humidity: 26.68
Gateway: economic-teach, Avg Temp: 42.29, Avg Humidity: 44.73
Gateway: piece-tree-now, Avg Temp: 45.80, Avg Humidity: 37.64
Gateway: billion-security, Avg Temp: -5.20, Avg Humidity: 83.45
Gateway: thing-sport-task, Avg Temp: 22.91, Avg Humidity: 34.72
Gateway: wear-enough-group, Avg Temp: -3.34, Avg Humidity: 86.60
Gateway: through-his-man, Avg Temp: 42.21, Avg Humidity: 82.32
Gateway: where-law-age-no, Avg Temp: 1.05, Avg Humidity: 12.71
Gateway: very-number-trade, Avg Temp: 29.31, Avg Humidity: 25.84
Gateway: by-ready-can-inside, Avg Temp: 9.69, Avg Humidity: 34.18
Gateway: hospital-six-record, Avg Temp: 24.51, Avg Humidity: 89.98
Gateway: speech-world-ago, Avg Temp: 20.61, Avg Humidity: 89.70
Gateway: nature-baby-exactly, Avg Temp: -0.71, Avg Humidity: 35.02
Gateway: focus-even-politics, Avg Temp: 33.05, Avg Humidity: 76.98
Gateway: watch-morning-near, Avg Temp: 20.34, Avg Humidity: 28.12
Gateway: find-organization, Avg Temp: 35.11, Avg Humidity: 19.58
Gateway: until-certain, Avg Temp: 20.88, Avg Humidity: 69.40
Gateway: whom-rock-your, Avg Temp: 15.51, Avg Humidity: 59.88
Gateway: game-building-in, Avg Temp: 28.81, Avg Humidity: 69.08
Gateway: finally-determine, Avg Temp: 47.96, Avg Humidity: 39.28
Gateway: here-letter-class, Avg Temp: 18.41, Avg Humidity: 36.52
Gateway: face-work, Avg Temp: 16.15, Avg Humidity: 77.07
Gateway: response-away-about, Avg Temp: 38.28, Avg Humidity: 49.88
Gateway: always-center, Avg Temp: 41.85, Avg Humidity: 82.81
Gateway: usually-society, Avg Temp: 19.80, Avg Humidity: 69.84
Gateway: hold-type-a, Avg Temp: 13.76, Avg Humidity: 85.06
Gateway: together-bank, Avg Temp: 8.64, Avg Humidity: 83.04
Gateway: none-popular-say, Avg Temp: -4.82, Avg Humidity: 41.02
Gateway: common-hit, Avg Temp: 38.32, Avg Humidity: 62.68
Gateway: young-camera-memory, Avg Temp: 30.54, Avg Humidity: 40.15
Gateway: war-so-play, Avg Temp: 27.58, Avg Humidity: 48.90
Gateway: send-value-quite, Avg Temp: 16.43, Avg Humidity: 56.80
Gateway: back-someone-appear, Avg Temp: 11.80, Avg Humidity: 35.14
Gateway: page-weight-prepare, Avg Temp: 12.79, Avg Humidity: 32.73
Gateway: position, Avg Temp: 30.92, Avg Humidity: 72.71
Gateway: affect-million, Avg Temp: 27.31, Avg Humidity: 28.59
Gateway: it-hold-floor, Avg Temp: -9.99, Avg Humidity: 43.26
Gateway: machine-stuff-world, Avg Temp: 18.84, Avg Humidity: 65.37
Gateway: election-have, Avg Temp: -4.79, Avg Humidity: 21.41
Gateway: capital-open-tax, Avg Temp: 20.27, Avg Humidity: 14.46
Gateway: military-produce, Avg Temp: 27.15, Avg Humidity: 89.51
Gateway: four-amount, Avg Temp: 38.38, Avg Humidity: 83.86
Gateway: candidate-let, Avg Temp: 34.92, Avg Humidity: 89.80
Gateway: cut-avoid, Avg Temp: 45.09, Avg Humidity: 39.07
Gateway: reality-table, Avg Temp: -8.61, Avg Humidity: 24.84
Gateway: despite-wide-ahead, Avg Temp: -5.94, Avg Humidity: 85.80
Gateway: more-daughter, Avg Temp: 16.19, Avg Humidity: 44.55
Gateway: one-thought-give, Avg Temp: 4.58, Avg Humidity: 14.24
Gateway: different-he, Avg Temp: -9.81, Avg Humidity: 51.10
Gateway: animal, Avg Temp: 4.16, Avg Humidity: 24.44
Gateway: stand-dinner-staff, Avg Temp: 48.78, Avg Humidity: 59.58
Gateway: million-ten, Avg Temp: 46.59, Avg Humidity: 43.23
Gateway: tv-son-like-spend, Avg Temp: 46.20, Avg Humidity: 31.52
Gateway: into-present-season, Avg Temp: 42.54, Avg Humidity: 51.92
Gateway: agreement-wait, Avg Temp: 1.75, Avg Humidity: 31.84
Gateway: bit-notice-your, Avg Temp: 0.31, Avg Humidity: 85.47
Gateway: upon-cell-tonight, Avg Temp: 33.13, Avg Humidity: 11.34
Gateway: item-section-few, Avg Temp: 6.67, Avg Humidity: 60.51
Gateway: move-hotel-month, Avg Temp: 41.28, Avg Humidity: 37.01
Gateway: operation-large, Avg Temp: 3.49, Avg Humidity: 47.85
Gateway: occur-home-second, Avg Temp: 15.32, Avg Humidity: 38.10
Gateway: never-last-always, Avg Temp: 49.04, Avg Humidity: 66.44
Gateway: note-participant, Avg Temp: 11.02, Avg Humidity: 34.56
Gateway: next-high-bit-fish, Avg Temp: 18.82, Avg Humidity: 86.34
Gateway: wear-prevent-game, Avg Temp: 21.17, Avg Humidity: 23.58
Gateway: official-address, Avg Temp: 36.02, Avg Humidity: 67.90
Gateway: chance-require, Avg Temp: 47.00, Avg Humidity: 55.85
Gateway: pattern-reveal-more, Avg Temp: 25.33, Avg Humidity: 60.87
Gateway: beyond-already, Avg Temp: -7.99, Avg Humidity: 30.38
Gateway: civil-light-leave, Avg Temp: 46.37, Avg Humidity: 75.83
Gateway: spring-reduce, Avg Temp: 31.21, Avg Humidity: 17.38
Gateway: threat-result-door, Avg Temp: 18.56, Avg Humidity: 87.58
Gateway: chair-simply, Avg Temp: -3.61, Avg Humidity: 75.00
Gateway: important-teacher, Avg Temp: 13.55, Avg Humidity: 43.13
Gateway: assume-wrong-friend, Avg Temp: -8.52, Avg Humidity: 71.31
Gateway: woman-outside-they, Avg Temp: 10.75, Avg Humidity: 48.63
Gateway: anything-move-there, Avg Temp: 24.82, Avg Humidity: 59.73
Gateway: owner-financial, Avg Temp: 45.64, Avg Humidity: 73.75
Gateway: body-room-letter, Avg Temp: 3.72, Avg Humidity: 58.88
Gateway: occur-play-shake, Avg Temp: -7.67, Avg Humidity: 22.70
Gateway: audience-nice-also, Avg Temp: 21.60, Avg Humidity: 58.15
Gateway: million-hard, Avg Temp: 34.69, Avg Humidity: 26.84
Gateway: represent-garden, Avg Temp: 1.97, Avg Humidity: 71.44
Gateway: industry-stuff, Avg Temp: 39.88, Avg Humidity: 81.40
Gateway: agency-certain-ever, Avg Temp: 15.47, Avg Humidity: 60.79
Gateway: north-ask-make, Avg Temp: 13.23, Avg Humidity: 54.91
Gateway: same-republican, Avg Temp: 12.87, Avg Humidity: 11.53
Gateway: especially-always, Avg Temp: 38.77, Avg Humidity: 32.18
Gateway: reflect-friend-give, Avg Temp: 24.55, Avg Humidity: 48.37
Gateway: within-message-data, Avg Temp: -4.53, Avg Humidity: 75.95
Gateway: activity-group, Avg Temp: 8.44, Avg Humidity: 22.41
Gateway: magazine-hear-item, Avg Temp: 23.09, Avg Humidity: 21.05
Gateway: forget-travel-point, Avg Temp: 40.99, Avg Humidity: 55.50
Gateway: sign-themselves, Avg Temp: 20.24, Avg Humidity: 80.08
Gateway: strategy-pull-break, Avg Temp: 22.75, Avg Humidity: 78.08
Gateway: listen-model-thank, Avg Temp: 14.54, Avg Humidity: 34.37
Gateway: despite-third-then, Avg Temp: 7.12, Avg Humidity: 36.26
Gateway: financial-after, Avg Temp: 38.16, Avg Humidity: 60.96
Gateway: it-teacher-be-none, Avg Temp: -9.32, Avg Humidity: 86.36
Gateway: sea-town-morning, Avg Temp: 37.29, Avg Humidity: 66.35
Gateway: left-likely-book, Avg Temp: -8.05, Avg Humidity: 58.25
Gateway: executive-free, Avg Temp: -0.82, Avg Humidity: 55.46
Gateway: forward-third-form, Avg Temp: 16.37, Avg Humidity: 74.49
Gateway: special-case-return, Avg Temp: 16.60, Avg Humidity: 32.44
Gateway: instead-community, Avg Temp: -3.03, Avg Humidity: 55.05
Gateway: front-hair-however, Avg Temp: 15.55, Avg Humidity: 44.09
Gateway: environment-listen, Avg Temp: -4.64, Avg Humidity: 44.26
Gateway: analysis-strong, Avg Temp: 39.01, Avg Humidity: 85.85
Gateway: myself-where-fine, Avg Temp: 37.06, Avg Humidity: 65.49
Gateway: house-interesting, Avg Temp: 17.14, Avg Humidity: 64.94
Gateway: around-information, Avg Temp: 14.47, Avg Humidity: 68.07
Gateway: situation-them, Avg Temp: 48.06, Avg Humidity: 44.80
Gateway: spring-series, Avg Temp: 1.73, Avg Humidity: 39.96
Gateway: money-he-yes-might, Avg Temp: 27.31, Avg Humidity: 47.26
Gateway: nation-tv-thing, Avg Temp: 4.96, Avg Humidity: 23.19
Gateway: yourself-difficult, Avg Temp: 12.33, Avg Humidity: 33.72
Gateway: rise-defense-use, Avg Temp: 16.13, Avg Humidity: 72.96
Gateway: condition-mean, Avg Temp: 31.25, Avg Humidity: 69.75
Gateway: consumer-police, Avg Temp: 37.84, Avg Humidity: 73.26
Gateway: quickly-particular, Avg Temp: -8.24, Avg Humidity: 65.45
Gateway: child-material, Avg Temp: 13.88, Avg Humidity: 75.08
Gateway: floor-ever-reveal, Avg Temp: 25.00, Avg Humidity: 78.90
Gateway: study-or-national, Avg Temp: -4.35, Avg Humidity: 77.36
Gateway: speech-particular, Avg Temp: 9.81, Avg Humidity: 53.32
Gateway: clearly-reason, Avg Temp: 19.59, Avg Humidity: 86.67
Gateway: successful-group, Avg Temp: 28.62, Avg Humidity: 42.48
Gateway: identify-management, Avg Temp: 27.69, Avg Humidity: 27.56
Gateway: order-position, Avg Temp: 47.33, Avg Humidity: 57.81
Gateway: minute-field-still, Avg Temp: 41.33, Avg Humidity: 29.16
Gateway: three-star, Avg Temp: 13.93, Avg Humidity: 37.99
Gateway: produce-finally, Avg Temp: 44.77, Avg Humidity: 82.47
Gateway: congress-fall, Avg Temp: 30.75, Avg Humidity: 61.72
Gateway: goal-fine-wish-for, Avg Temp: 30.98, Avg Humidity: 14.00
Gateway: degree-few-fear, Avg Temp: -8.57, Avg Humidity: 33.11
Gateway: western-really, Avg Temp: 0.87, Avg Humidity: 30.13
Gateway: national-production, Avg Temp: 37.14, Avg Humidity: 82.50
Gateway: there-before-what, Avg Temp: 19.23, Avg Humidity: 14.02
Gateway: join-push-future-so, Avg Temp: 45.17, Avg Humidity: 58.18
Gateway: race-young-without, Avg Temp: 36.44, Avg Humidity: 11.61
Gateway: debate-coach, Avg Temp: 36.63, Avg Humidity: 27.02
Gateway: interview-pick, Avg Temp: -4.37, Avg Humidity: 86.52
Gateway: rock-the-eye-girl, Avg Temp: 12.35, Avg Humidity: 65.62
Gateway: to-interview-social, Avg Temp: 22.41, Avg Humidity: 63.42
Gateway: body-edge-how-safe, Avg Temp: -8.43, Avg Humidity: 18.75
Gateway: develop-whole, Avg Temp: -3.21, Avg Humidity: 86.86
Gateway: cut-the-ready-its, Avg Temp: 45.41, Avg Humidity: 62.17
Gateway: station-beautiful, Avg Temp: 1.81, Avg Humidity: 89.37
Gateway: on-product-exist, Avg Temp: 49.14, Avg Humidity: 24.57
Gateway: sell-mrs-wear, Avg Temp: 17.20, Avg Humidity: 83.64
Gateway: role-analysis-alone, Avg Temp: -4.90, Avg Humidity: 80.74
Gateway: style-cell-maintain, Avg Temp: 35.10, Avg Humidity: 41.38
Gateway: poor-carry-wish, Avg Temp: -1.00, Avg Humidity: 79.04
Gateway: eight-along-boy, Avg Temp: 43.71, Avg Humidity: 70.11
Gateway: office-sound-detail, Avg Temp: 46.68, Avg Humidity: 15.95
Gateway: simply-second, Avg Temp: 8.12, Avg Humidity: 48.99
Gateway: catch-down-total, Avg Temp: 11.71, Avg Humidity: 71.77
Gateway: money-week-time, Avg Temp: 48.82, Avg Humidity: 12.36
Gateway: letter-receive-here, Avg Temp: 29.48, Avg Humidity: 16.03
Gateway: brother-professor, Avg Temp: -3.68, Avg Humidity: 63.01
Gateway: maybe-year-not, Avg Temp: 33.33, Avg Humidity: 84.18
Gateway: condition-care, Avg Temp: 0.49, Avg Humidity: 55.64
Gateway: hour-investment, Avg Temp: 34.56, Avg Humidity: 45.20
Gateway: pay-food-sport-easy, Avg Temp: 9.54, Avg Humidity: 52.15
Gateway: leave-blood, Avg Temp: 43.42, Avg Humidity: 14.00
Gateway: ahead-certain, Avg Temp: 17.25, Avg Humidity: 82.33
Gateway: exactly-me-wish, Avg Temp: 47.07, Avg Humidity: 37.87
Gateway: clearly-cost-well, Avg Temp: 19.07, Avg Humidity: 35.00
Gateway: animal-mother, Avg Temp: 33.98, Avg Humidity: 43.63
Gateway: learn-past-budget, Avg Temp: 44.37, Avg Humidity: 62.39
Gateway: gun-vote-bed, Avg Temp: 46.34, Avg Humidity: 14.23
Gateway: top-call-go, Avg Temp: 31.03, Avg Humidity: 54.37
Gateway: why-your-then-party, Avg Temp: 32.89, Avg Humidity: 75.76
Gateway: better-enjoy-seem, Avg Temp: 6.06, Avg Humidity: 74.78
Gateway: man-provide-body, Avg Temp: 39.42, Avg Humidity: 31.91
Gateway: model-choice-teach, Avg Temp: 35.84, Avg Humidity: 39.36
Gateway: class-religious, Avg Temp: 4.63, Avg Humidity: 70.07
Gateway: reflect-public-mean, Avg Temp: 15.82, Avg Humidity: 33.19
Gateway: head-later-its, Avg Temp: 40.33, Avg Humidity: 15.08
Gateway: up-interesting, Avg Temp: 35.65, Avg Humidity: 52.72
Gateway: glass-information, Avg Temp: 27.97, Avg Humidity: 21.40
Gateway: else-early-strategy, Avg Temp: 15.40, Avg Humidity: 21.28
Gateway: must-process-say, Avg Temp: 0.17, Avg Humidity: 81.48
Gateway: movie-chance-feel, Avg Temp: 35.57, Avg Humidity: 68.15
Gateway: nice-move-go-who, Avg Temp: -7.39, Avg Humidity: 71.02
Gateway: board-final-card, Avg Temp: 36.08, Avg Humidity: 67.59
Gateway: produce-science, Avg Temp: 20.33, Avg Humidity: 89.71
Gateway: above-clearly-cover, Avg Temp: 32.19, Avg Humidity: 64.42
Gateway: mention-thought, Avg Temp: 28.35, Avg Humidity: 87.73
Gateway: economy-color, Avg Temp: 26.17, Avg Humidity: 64.11
Gateway: town-live-north, Avg Temp: 30.28, Avg Humidity: 50.79
Gateway: win-together-road, Avg Temp: 22.92, Avg Humidity: 29.52
Gateway: defense-whatever-so, Avg Temp: -3.87, Avg Humidity: 16.29
Gateway: everyone-beat-pick, Avg Temp: 10.47, Avg Humidity: 74.72
Gateway: two-drop-church, Avg Temp: 31.19, Avg Humidity: 15.72
Gateway: image-they-while, Avg Temp: 10.97, Avg Humidity: 52.22
Gateway: lawyer-people, Avg Temp: 26.50, Avg Humidity: 27.36
Gateway: serve-course, Avg Temp: -2.98, Avg Humidity: 58.29
Gateway: something, Avg Temp: 20.95, Avg Humidity: 22.76
Gateway: father-second, Avg Temp: -4.12, Avg Humidity: 42.89
Gateway: early-mother-effort, Avg Temp: -7.06, Avg Humidity: 89.50
Gateway: improve-pay, Avg Temp: 23.84, Avg Humidity: 17.87
Gateway: probably-minute-cut, Avg Temp: 43.35, Avg Humidity: 88.39
Gateway: though-trade-write, Avg Temp: 49.34, Avg Humidity: 30.09
Gateway: choice-create, Avg Temp: 44.42, Avg Humidity: 39.73
Gateway: girl-result-line, Avg Temp: 23.64, Avg Humidity: 71.10
Gateway: activity-population, Avg Temp: 46.75, Avg Humidity: 59.02
Gateway: since-record-foot, Avg Temp: -9.04, Avg Humidity: 46.71
Gateway: hotel-oil-contain, Avg Temp: 0.47, Avg Humidity: 78.97
Gateway: shoulder-morning, Avg Temp: 39.35, Avg Humidity: 48.96
Gateway: sometimes-star, Avg Temp: 30.25, Avg Humidity: 25.60
Gateway: pick-though-keep, Avg Temp: 31.01, Avg Humidity: 84.06
Gateway: occur-operation, Avg Temp: 27.08, Avg Humidity: 78.10
Gateway: certainly-bag-hear, Avg Temp: -4.40, Avg Humidity: 76.19
Gateway: attention-image, Avg Temp: 39.51, Avg Humidity: 10.44
Gateway: kitchen-after-add, Avg Temp: -1.04, Avg Humidity: 27.74
Gateway: including-perform, Avg Temp: 42.43, Avg Humidity: 51.20
Gateway: next-field-foreign, Avg Temp: 12.00, Avg Humidity: 82.66
Gateway: into-machine-life, Avg Temp: -1.10, Avg Humidity: 18.38
Gateway: operation-young-leg, Avg Temp: 8.08, Avg Humidity: 31.19
Gateway: school-stuff-south, Avg Temp: 23.89, Avg Humidity: 38.72
Gateway: believe-north, Avg Temp: 32.09, Avg Humidity: 42.05
Gateway: anyone-director, Avg Temp: 32.72, Avg Humidity: 63.07
Gateway: floor-must-office, Avg Temp: 8.53, Avg Humidity: 10.70
Gateway: mean-performance, Avg Temp: 4.05, Avg Humidity: 75.63
Gateway: personal-dinner, Avg Temp: 11.72, Avg Humidity: 61.77
Gateway: approach-smile-idea, Avg Temp: 13.12, Avg Humidity: 27.69
Gateway: long-suggest, Avg Temp: 11.23, Avg Humidity: 71.58
Gateway: community-model, Avg Temp: -3.74, Avg Humidity: 38.77
Gateway: expect-million-law, Avg Temp: 40.72, Avg Humidity: 77.11
Gateway: reality-together, Avg Temp: -6.43, Avg Humidity: 17.93
Gateway: my-business-yet, Avg Temp: 8.87, Avg Humidity: 12.96
Gateway: growth-sense-book, Avg Temp: 21.74, Avg Humidity: 64.67
Gateway: debate-perform, Avg Temp: 49.58, Avg Humidity: 67.96
Gateway: now-week-that-boy, Avg Temp: 20.80, Avg Humidity: 84.38
Gateway: report-director, Avg Temp: -5.90, Avg Humidity: 28.07
Gateway: top-then-baby, Avg Temp: 22.39, Avg Humidity: 27.84
Gateway: visit-various-small, Avg Temp: 9.78, Avg Humidity: 59.13
Gateway: responsibility-why, Avg Temp: 48.56, Avg Humidity: 68.56
Gateway: threat-air-full, Avg Temp: 47.42, Avg Humidity: 13.57
Gateway: game-much-town, Avg Temp: 16.21, Avg Humidity: 23.82
Gateway: various-picture, Avg Temp: 26.42, Avg Humidity: 27.64
Gateway: pressure-relate-guy, Avg Temp: 34.44, Avg Humidity: 18.24
Gateway: day-time-rock-will, Avg Temp: 19.70, Avg Humidity: 27.57
Gateway: character-happen, Avg Temp: 33.71, Avg Humidity: 18.68
Gateway: hard-decade-old, Avg Temp: 43.97, Avg Humidity: 14.85
Gateway: art-mean-form-cover, Avg Temp: 5.85, Avg Humidity: 86.15
Gateway: land-public-never, Avg Temp: 21.71, Avg Humidity: 85.42
Gateway: tree-hair-walk, Avg Temp: 24.35, Avg Humidity: 75.36
Gateway: ability-make-radio, Avg Temp: 35.15, Avg Humidity: 29.66
Gateway: interest-worker, Avg Temp: 0.43, Avg Humidity: 25.89
Gateway: movie-will-war-wind, Avg Temp: 38.11, Avg Humidity: 32.64
Gateway: drug-wait-bill, Avg Temp: 16.67, Avg Humidity: 74.61
Gateway: sport-possible, Avg Temp: 48.83, Avg Humidity: 25.94
Gateway: sing-stage-stop, Avg Temp: -3.06, Avg Humidity: 38.30
Gateway: sound-standard, Avg Temp: -4.36, Avg Humidity: 38.67
Gateway: level-far-majority, Avg Temp: 41.28, Avg Humidity: 21.94
Gateway: medical-father-draw, Avg Temp: -8.69, Avg Humidity: 77.82
Gateway: fear-huge-receive, Avg Temp: 36.71, Avg Humidity: 76.53
Gateway: along-her-no-choice, Avg Temp: 39.68, Avg Humidity: 60.54
Gateway: public-any-reason, Avg Temp: 40.41, Avg Humidity: 79.42
Gateway: meeting-american-in, Avg Temp: 15.15, Avg Humidity: 52.43
